plaqueId	category	key	value
lieutenant-colonel-mahlon-burwell-1783-1846	location	address	At the municipal office, Pitt and Erieus Streets, Port Burwell
lieutenant-colonel-mahlon-burwell-1783-1846	themes	theme	Communities
lieutenant-colonel-mahlon-burwell-1783-1846	themes	theme	People
lieutenant-colonel-mahlon-burwell-1783-1846	themes	theme	Politics and law
lieutenant-colonel-samuel-ryerse-1752-1812	details	title	Lieutenant-Colonel Samuel Ryerse 1752-1812
lieutenant-colonel-samuel-ryerse-1752-1812	details	text	A loyalist refugee following the American Revolution, Ryerse settled on land granted to him at the mouth of Young's Creek in 1795. An astute businessman as well as a military and civil administrator, he erected a grist-mill around which the community of Port Ryerse subsequently developed.
lieutenant-colonel-samuel-ryerse-1752-1812	location	region	Southwestern Ontario
lieutenant-colonel-samuel-ryerse-1752-1812	location	county	County of Norfolk (District)
lieutenant-colonel-samuel-ryerse-1752-1812	location	municipality	County of Norfolk
lieutenant-colonel-samuel-ryerse-1752-1812	location	address	On the grounds of Port Ryerse Memorial Church, where his grave is located, King and William Streets, Port Ryerse
lieutenant-colonel-samuel-ryerse-1752-1812	themes	theme	Communities
lieutenant-colonel-samuel-ryerse-1752-1812	themes	theme	Industry and trade
lieutenant-colonel-samuel-ryerse-1752-1812	themes	theme	People
lieutenant-colonel-samuel-ryerse-1752-1812	themes	theme	War and conflict
lieutenant-colonel-thain-wendell-macdowell-vc-dso-1890-1960	details	title	Lieutenant-Colonel Thain Wendell MacDowell, V.C., D.S.O. 1890-1960
lieutenant-colonel-thain-wendell-macdowell-vc-dso-1890-1960	details	text	The courage and quick thinking displayed by MacDowell during the battle of Vimy Ridge in April 1917 helped his battalion to gain its objective and earned the young soldier from Maitland the Victoria Cross. As a civilian after the war, MacDowell worked in the civil service and later entered the mining industry.
lieutenant-colonel-thain-wendell-macdowell-vc-dso-1890-1960	location	region	Eastern Ontario
lieutenant-colonel-thain-wendell-macdowell-vc-dso-1890-1960	location	county	United Counties of Leeds and Grenville
lieutenant-colonel-thain-wendell-macdowell-vc-dso-1890-1960	location	municipality	Township of Augusta
lieutenant-colonel-thain-wendell-macdowell-vc-dso-1890-1960	location	address	At the intersection of Maitland Road and County Road 2, Maitland
lieutenant-colonel-thain-wendell-macdowell-vc-dso-1890-1960	themes	theme	People
lieutenant-colonel-thain-wendell-macdowell-vc-dso-1890-1960	themes	theme	War and conflict
lieutenant-colonel-william-caldwell	details	title	Lieutenant-Colonel William Caldwell
lieutenant-colonel-william-caldwell	details	text	After serving with the British during the American Revolution, Caldwell (c.1750-1822) settled in Upper Canada near the mouth of the Detroit River close to present-day Amherstburg. His enormous influence with the Wyandots and Ottawas enabled him to acquire extensive holdings along Lake Erie, where he encouraged former loyalist soldiers to take up land.
lieutenant-colonel-william-caldwell	location	region	Southwestern Ontario
lieutenant-colonel-william-caldwell	location	county	County of Essex
lieutenant-colonel-william-caldwell	location	municipality	Town of Amherstburg
lieutenant-colonel-william-caldwell	location	address	On the grounds of Christ Church, where his grave is located, 317 Ramsay Street, Amherstburg
lieutenant-colonel-william-caldwell	themes	theme	Communities
lieutenant-colonel-william-caldwell	themes	theme	First Nations
lieutenant-colonel-william-caldwell	themes	theme	People
lieutenant-colonel-william-caldwell	themes	theme	War and conflict
lieutenant-general-john-graves-simcoe-1752-1806458	details	title	Lieutenant-General John Graves Simcoe 1752-1806
lieutenant-general-john-graves-simcoe-1752-1806458	details	text	During his five-year term as Upper Canada's first lieutenant-governor (1791-96), Simcoe was responsible for the opening of major communication routes throughout the new province. He encouraged immigration and was instrumental in the founding of the town of York (Toronto).
lieutenant-general-john-graves-simcoe-1752-1806458	location	region	Greater Toronto Area
lieutenant-general-john-graves-simcoe-1752-1806458	location	county	City of Toronto (District)
lieutenant-general-john-graves-simcoe-1752-1806458	location	municipality	City of Toronto
lieutenant-general-john-graves-simcoe-1752-1806458	location	address	On the main floor near the entrance to the east wing of the Legislative Building, Queen's Park, Toronto
lieutenant-general-john-graves-simcoe-1752-1806458	themes	theme	Communities
lieutenant-general-john-graves-simcoe-1752-1806458	themes	theme	Industry and trade
lieutenant-general-john-graves-simcoe-1752-1806458	themes	theme	People
lieutenant-general-john-graves-simcoe-1752-1806458	themes	theme	Politics and law
lieutenant-general-john-graves-simcoe-1752-1806458	themes	theme	Transportation systems and communications
lieutenant-general-john-graves-simcoe-1752-1806734	details	title	Lieutenant-General John Graves Simcoe 1752-1806
lieutenant-general-john-graves-simcoe-1752-1806734	details	text	During his five-year term as the first lieutenant-governor of the newly-created province of Upper Canada (1791-96), Simcoe was responsible for establishing the provincial legislature, founding the town of York, limiting slavery in the province, encouraging settlement and immigration, and opening major communication routes throughout Upper Canada.
lieutenant-general-john-graves-simcoe-1752-1806734	location	region	International
lieutenant-general-john-graves-simcoe-1752-1806734	location	county	United Kingdom
lieutenant-general-john-graves-simcoe-1752-1806734	location	municipality	Devonshire, England
lieutenant-general-john-graves-simcoe-1752-1806734	location	address	In Wolford Chapel, Honiton, Devonshire, England and at Cathedral Close near St. Peter’s Cathedral, Devonshire, England
lieutenant-general-john-graves-simcoe-1752-1806734	themes	theme	Black heritage
lieutenant-general-john-graves-simcoe-1752-1806734	themes	theme	Communities
lieutenant-general-john-graves-simcoe-1752-1806734	themes	theme	People
lieutenant-general-john-graves-simcoe-1752-1806734	themes	theme	Politics and law
lieutenant-general-john-graves-simcoe-1752-1806734	themes	theme	Transportation systems and communications
lieutenant-general-john-graves-simcoe-1752-1806734	themes	theme	War and conflict
lieutenant-s-lewis-honey-vc-dcm-mm-1894-1918	details	title	Lieutenant S. Lewis Honey, V.C., D.C.M., M.M., 1894-1918
lieutenant-s-lewis-honey-vc-dcm-mm-1894-1918	details	text	A native of Conn, Honey served with the Canadian Expeditionary Force in France during the First World War. For his conspicuous bravery on several occasions, particularly in the fierce fighting in the Bourlon Wood area in September 1918, he was posthumously awarded the Victoria Cross.
lieutenant-s-lewis-honey-vc-dcm-mm-1894-1918	location	region	Southwestern Ontario
lieutenant-s-lewis-honey-vc-dcm-mm-1894-1918	location	county	County of Wellington
lieutenant-s-lewis-honey-vc-dcm-mm-1894-1918	location	municipality	Township of Wellington North
lieutenant-s-lewis-honey-vc-dcm-mm-1894-1918	location	address	On the front lawn of the Royal Canadian Legion, 140 King Street West, Mount Forest
lieutenant-s-lewis-honey-vc-dcm-mm-1894-1918	themes	theme	People
lieutenant-s-lewis-honey-vc-dcm-mm-1894-1918	themes	theme	War and conflict
lionel-beaumaurice-leo-clarke-vc-1892-1916	details	title	Lionel Beaumaurice (Leo) Clarke, V.C. 1892-1916
lionel-beaumaurice-leo-clarke-vc-1892-1916	details	text	For his courageous action in defending a trench on the Somme battlefield on September 9, 1916, Leo Clarke was awarded the Victoria Cross. Six weeks later he was killed in action.
lionel-beaumaurice-leo-clarke-vc-1892-1916	location	region	Southwestern Ontario
lionel-beaumaurice-leo-clarke-vc-1892-1916	location	county	City of Hamilton (District)
lionel-beaumaurice-leo-clarke-vc-1892-1916	location	municipality	City of Hamilton
lionel-beaumaurice-leo-clarke-vc-1892-1916	location	address	On the grounds of the Royal Canadian Legion building, Hamilton Street, Waterdown
lionel-beaumaurice-leo-clarke-vc-1892-1916	themes	theme	People
lionel-beaumaurice-leo-clarke-vc-1892-1916	themes	theme	War and conflict
little-trinity-church	details	title	Little Trinity Church
little-trinity-church	details	text	Known colloquially as "The Poor Man's Church" because of the large percentage of industrial workers in its congregation, Little Trinity Anglican Church was begun in 1843 and opened for service the following year. It is the oldest remaining church in Toronto.
little-trinity-church	location	region	Greater Toronto Area
little-trinity-church	location	county	City of Toronto (District)
little-trinity-church	location	municipality	City of Toronto
little-trinity-church	location	address	At the church, 425 King Street East, Toronto
little-trinity-church	themes	theme	Buildings and structures
little-trinity-church	themes	theme	Religion
lloydtown	details	title	Lloydtown
lloydtown	details	text	Jesse Lloyd, a Pennsylvania Quaker, was instrumental in establishing the community of Lloydtown. He became a prominent figure in the Rebellion of 1837 and following the defeat of Mackenzie's rebel forces fled to the United States where he died in exile.
lloydtown	location	region	Greater Toronto Area
lloydtown	location	county	Regional Municipality of York
lloydtown	location	municipality	Township of King
lloydtown	location	address	On Regional Road 16, about 2 km west of County Road 27 in the vicinity of Lloyd's original land purchase, Lloydtown
lloydtown	themes	theme	Communities
lloydtown	themes	theme	War and conflict
loews-yonge-street-and-winter-garden-theatres	details	title	Loew's Yonge Street and Winter Garden Theatres
loews-yonge-street-and-winter-garden-theatres	details	text	Designed by architect Thomas Lamb for entrepreneur Marcus Loew as the Canadian flagship of his American theatre chain, these double-decker theatres opened in 1913-14. The 2,149-seat, lower theatre was decorated with classical details and red damask, while flowers, leaves, lanterns and garden murals embellished the 1,410-seat rooftop Winter Garden Theatre. Both theatres presented vaudeville acts and silent moving pictures until 1928 when the Winter Garden was closed and Loew's Yonge Street was converted to show sound movies. After the lower theatre (renamed the Elgin in 1978) closed in 1981, the theatres were acquired by the Ontario Heritage Foundation, which restored and upgraded the building. The Elgin and Winter Garden Theatre Centre reopened in 1989 and is the last of its kind in operation.
loews-yonge-street-and-winter-garden-theatres	location	region	Greater Toronto Area
